,S.N,candidate_name,party_name,EVM Votes,Postal Votes,secured_votes,% of Votes,state_name,constituency_name,constituency_number
2415,3,NAGARAJ. S. KALKUTAGAR,I,5628,1,5629,0.43,Karnataka,Bagalkot,3
2416,4,PARASHURAM. LAXMAN. NEELANAIK,I,5084,6,5090,0.39,Karnataka,Bagalkot,3
2417,5,ANTHOSH SAVVASE,U,4909,14,4923,0.37,Karnataka,Bagalkot,3
2418,6,JYOTI GULEDGUDDA,I,4636,9,4645,0.35,Karnataka,Bagalkot,3
2419,7,M. B. SIDAGONI,B,4453,26,4479,0.34,Karnataka,Bagalkot,3
2420,8,DR. MUTTU. S. SURAKOD. (MADAR),I,3131,4,3135,0.24,Karnataka,Bagalkot,3
2421,9,PRASHANT RAO,I,1909,5,1914,0.15,Karnataka,Bagalkot,3
2422,10,DATTATREYA DASHARATHA TAVARE,I,1607,13,1620,0.12,Karnataka,Bagalkot,3
2423,11,AMBROSE D' MELLO,I,1203,2,1205,0.09,Karnataka,Bagalkot,3
2424,12,KENGANAL. MALLIKARJUN. BHIMAPPA,I,1189,18,1207,0.09,Karnataka,Bagalkot,3
2425,13,MALLIKARJUN H. T.,S,1137,7,1144,0.09,Karnataka,Bagalkot,3
2426,14,RAJESAB BURANSAB. MASALI,I,988,4,992,0.08,Karnataka,Bagalkot,3
2427,15,SHARANAPPA MALLAPPA KOTLANNAVAR,I,830,2,832,0.06,Karnataka,Bagalkot,3
2428,16,RAVI SHIVAPPA PADASALAGI,I,654,2,656,0.05,Karnataka,Bagalkot,3
2429,17,SAIYYAD IMAMSAB JAKALI,T,546,4,550,0.04,Karnataka,Bagalkot,3
2430,18,ABDULAZIZ KALADAGI PENDARI,I,524,5,529,0.04,Karnataka,Bagalkot,3
2431,19,MUTTAPPA MUDAKAPPA HIREKUMBI,R,509,9,518,0.04,Karnataka,Bagalkot,3
2432,20,SAGAR. BASAPPA. KUMBAR,K,494,5,499,0.04,Karnataka,Bagalkot,3
2433,21,S. M. MARIGOUDAR,D,451,3,454,0.03,Karnataka,Bagalkot,3
2434,22,SHANKAR. VENKAPPA. NAIKAR.,R,431,10,441,0.03,Karnataka,Bagalkot,3
2435,23,NOTA,N,3398,22,3420,0.26,Karnataka,Bagalkot,3
2436,1,P C MOHAN,B,657236,1679,658915,50.05,Karnataka,Bangalore central,25
2437,2,MANSOOR ALI KHAN,I,625368,840,626208,47.57,Karnataka,Bangalore central,25
2438,3,SATISH CHANDRA. M.,B,3071,16,3087,0.23,Karnataka,Bangalore central,25
2439,4,JAYALAKSHMI SUNDARA RAJAN,I,2755,6,2761,0.21,Karnataka,Bangalore central,25
2440,5,SURESH BABU. M. C,U,1735,4,1739,0.13,Karnataka,Bangalore central,25
2441,6,K. MANJUNATHA,I,1552,4,1556,0.12,Karnataka,Bangalore central,25
2442,7,S. M. KRISHNA,I,1466,8,1474,0.11,Karnataka,Bangalore central,25
2443,8,MURUGESH. R,I,1162,-,1162,0.09,Karnataka,Bangalore central,25
2444,9,UMA. V.,I,820,7,827,0.06,Karnataka,Bangalore central,25
2445,10,PRAKASH. K,K,766,13,779,0.06,Karnataka,Bangalore central,25
2446,11,H. P. SHIVAPRAKASH,S,700,7,707,0.05,Karnataka,Bangalore central,25
2447,12,MODI SAIFULLA,I,688,7,695,0.05,Karnataka,Bangalore central,25
2448,13,ABHAYA SHEELA.,R,625,10,635,0.05,Karnataka,Bangalore central,25
2449,14,KARTHIK. K,V,594,7,601,0.05,Karnataka,Bangalore central,25
2450,15,T.R. JAGANNATHA RAO,B,456,4,460,0.03,Karnataka,Bangalore central,25
2451,16,VASANTH KUMAR ERAPPA,I,439,-,439,0.03,Karnataka,Bangalore central,25
2452,17,C.M. SHABAZ KHAN,Y,428,1,429,0.03,Karnataka,Bangalore central,25
2453,18,WHITEFIELD MURUGESH .C,R,376,2,378,0.03,Karnataka,Bangalore central,25
2454,19,B. KRISHNA PRASAD,P,324,3,327,0.02,Karnataka,Bangalore central,25
2455,20,MUKTHAR ALI KHAN,K,314,-,314,0.02,Karnataka,Bangalore central,25
2456,21,SYED ASIF BUKHARI,I,286,-,286,0.02,Karnataka,Bangalore central,25
2457,22,RANJITH VISHWA,S,270,4,274,0.02,Karnataka,Bangalore central,25
2458,23,RUMAN SHARIFFE,I,170,1,171,0.01,Karnataka,Bangalore central,25
2459,24,YALLAPPA.,I,158,2,160,0.01,Karnataka,Bangalore central,25
2460,25,NOTA,N,12103,23,12126,0.92,Karnataka,Bangalore central,25
2461,1,SHOBHA KARANDLAJE,B,982805,3244,986049,56.27,Karnataka,Bangalore North,24
2462,2,PROFESSOR M.V RAJEEV GOWDA,I,725190,1383,726573,41.46,Karnataka,Bangalore North,24
2463,3,GOVINDAIAH,B,4614,17,4631,0.26,Karnataka,Bangalore North,24
2464,4,SANTHOSH M,U,3450,11,3461,0.2,Karnataka,Bangalore North,24
2465,5,UDAYA SHANKAR.G,P,2676,2,2678,0.15,Karnataka,Bangalore North,24
2466,6,LAKSHMI SRIHARI.J.N.,I,2091,3,2094,0.12,Karnataka,Bangalore North,24
2467,7,DILIP KUMAR I.S.,I,1896,7,1903,0.11,Karnataka,Bangalore North,24
2468,8,K.M.MAHADEVA,I,1716,4,1720,0.1,Karnataka,Bangalore North,24
2469,9,K.V.NANJUNDASWAMY,I,1363,2,1365,0.08,Karnataka,Bangalore North,24
2470,10,SHOBHA,I,1272,8,1280,0.07,Karnataka,Bangalore North,24
2471,11,Y.R.KALLESHWARI,S,1072,5,1077,0.06,Karnataka,Bangalore North,24
2472,12,NIRMALA H.L,S,972,5,977,0.06,Karnataka,Bangalore North,24
2473,13,H.R.NATARAJ,I,857,4,861,0.05,Karnataka,Bangalore North,24
2474,14,BHASKAR ANKALAMADUGU SHIVAREDDY,I,831,-,831,0.05,Karnataka,Bangalore North,24
2475,15,SHIVAKUMAR. B,K,813,4,817,0.05,Karnataka,Bangalore North,24
2476,16,SUDHA. V,I,650,7,657,0.04,Karnataka,Bangalore North,24
2477,17,KRISHNAIAH,R,556,3,559,0.03,Karnataka,Bangalore North,24
2478,18,HEBBAL VENKATESH.J,R,422,3,425,0.02,Karnataka,Bangalore North,24
2479,19,"GLOBE STAR J. JAI SIMHA VARMA, B E.",G,356,3,359,0.02,Karnataka,Bangalore North,24
2480,20,SHOBAN BABU V,I,315,5,320,0.02,Karnataka,Bangalore North,24
2481,21,PARASAPPA BHEEMAPPA GAJJERI,R,313,-,313,0.02,Karnataka,Bangalore North,24
2482,22,NOTA,N,13499,55,13554,0.77,Karnataka,Bangalore North,24
2483,1,DR C N MANJUNATH,B,1075553,3449,1079002,56.21,Karnataka,Bangalore Rural,23
2484,2,D K SURESH,I,807459,1896,809355,42.16,Karnataka,Bangalore Rural,23
2485,3,ABHISHEK K,U,6191,11,6202,0.32,Karnataka,Bangalore Rural,23
2486,4,SURESH M N,I,3231,5,3236,0.17,Karnataka,Bangalore Rural,23
2487,5,HEMAVATHI K,S,1768,6,1774,0.09,Karnataka,Bangalore Rural,23
2488,6,J T PRAKASH,I,1468,4,1472,0.08,Karnataka,Bangalore Rural,23
2489,7,N KRISHNAPPA,P,1396,6,1402,0.07,Karnataka,Bangalore Rural,23
2490,8,C N MANJUNATHA,B,1350,50,1400,0.07,Karnataka,Bangalore Rural,23
2491,9,KUMAR L,B,1052,14,1066,0.06,Karnataka,Bangalore Rural,23
2492,10,MAHAMAD MUSADIK PASHA,K,817,4,821,0.04,Karnataka,Bangalore Rural,23
2493,11,NARASIMHAMURTHY J P,I,809,4,813,0.04,Karnataka,Bangalore Rural,23
2494,12,SURESH S,K,792,6,798,0.04,Karnataka,Bangalore Rural,23
2495,13,VASIST J,C,546,38,584,0.03,Karnataka,Bangalore Rural,23
2496,14,MOHAMMAD DASTAGEER,Y,486,-,486,0.03,Karnataka,Bangalore Rural,23
2497,15,H V CHANDRASHEKAR,V,473,7,480,0.03,Karnataka,Bangalore Rural,23
2498,16,NOTA,N,10633,16,10649,0.55,Karnataka,Bangalore Rural,23
2499,1,TEJASVI SURYA,B,747780,3050,750830,60.1,Karnataka,Bangalore South,26
2500,2,SOWMYA REDDY,I,472754,993,473747,37.92,Karnataka,Bangalore South,26
2501,3,ARUN PRASAD.A,B,2416,9,2425,0.19,Karnataka,Bangalore South,26
2502,4,TINTISHA HEMACHANDRA SAGAR,I,1962,6,1968,0.16,Karnataka,Bangalore South,26
2503,5,VATAL NAGARAJ,K,1857,10,1867,0.15,Karnataka,Bangalore South,26
2504,6,KEMPEGOWDA,N,1390,3,1393,0.11,Karnataka,Bangalore South,26
2505,7,TEJASWINI DHANANJAY,I,1147,3,1150,0.09,Karnataka,Bangalore South,26
2506,8,BALAKRISHNA.M.,U,1106,4,1110,0.09,Karnataka,Bangalore South,26
2507,9,JAYAPAL.D,I,940,2,942,0.08,Karnataka,Bangalore South,26
2508,10,RANJITH GOWDA,I,859,1,860,0.07,Karnataka,Bangalore South,26
2509,11,V.RAJKUMAR VCK,I,738,2,740,0.06,Karnataka,Bangalore South,26
2510,12,RAGHUPATHI BHAT,K,737,1,738,0.06,Karnataka,Bangalore South,26
2511,13,DR HARISH GOWDA,I,555,8,563,0.05,Karnataka,Bangalore South,26
2512,14,CHETAN CHAMAN,C,490,2,492,0.04,Karnataka,Bangalore South,26
2513,15,A . RAJ.,I,473,4,477,0.04,Karnataka,Bangalore South,26
2514,16,K. C. JANARDHAN,I,444,8,452,0.04,Karnataka,Bangalore South,26
2515,17,KANTHAKUMAR.R.,I,393,10,403,0.03,Karnataka,Bangalore South,26
2516,18,KARAVALI MANJUNATH. BE,R,308,2,310,0.02,Karnataka,Bangalore South,26
2517,19,C M. SHABAZ KHAN,Y,295,2,297,0.02,Karnataka,Bangalore South,26
2518,20,ASGAR A MOHIN.S.M.,I,266,3,269,0.02,Karnataka,Bangalore South,26
2519,21,SUBRAHMANYA KUMAR KUNTIKANAMATA,I,234,3,237,0.02,Karnataka,Bangalore South,26
2520,22,DR.R.SHEKAR THIRUMAVALVAN,I,214,1,215,0.02,Karnataka,Bangalore South,26
2521,23,NOTA,N,7830,27,7857,0.63,Karnataka,Bangalore South,26
2522,1,JAGADISH SHETTAR,B,756471,5558,762029,55.06,Karnataka,Belgaum,2
2523,2,MRINAL R HEBBALKAR,I,580897,2695,583592,42.17,Karnataka,Belgaum,2
2524,3,MAHADEV PATIL,I,9425,78,9503,0.69,Karnataka,Belgaum,2
2525,4,BASAPPA GURUSIDDAPPA KUMBAR,K,5406,35,5441,0.39,Karnataka,Belgaum,2
2526,5,ASHOK APPAYA APPUGOL,B,4350,57,4407,0.32,Karnataka,Belgaum,2
2527,6,RAVI SHIVAPPA PADASALAGI,I,3911,15,3926,0.28,Karnataka,Belgaum,2
2528,7,VIJAY S METHRANI,I,2804,4,2808,0.2,Karnataka,Belgaum,2
2529,8,PRAJAAKEEYA MALLAPPA CHOGALA (PREM),U,1413,20,1433,0.1,Karnataka,Belgaum,2
2530,9,LAXMAN JADAGANNAVAR,S,1287,15,1302,0.09,Karnataka,Belgaum,2
2531,10,NITIN ASHOK MHADAGUT,I,1286,24,1310,0.09,Karnataka,Belgaum,2
2532,11,PUNDALIK ITNAL,I,1062,37,1099,0.08,Karnataka,Belgaum,2
2533,12,ASHOK P HANAJI,I,668,11,679,0.05,Karnataka,Belgaum,2
2534,13,ASHPAKAHMAD USTAD,I,622,12,634,0.05,Karnataka,Belgaum,2
2535,14,NOTA,N,5683,43,5726,0.41,Karnataka,Belgaum,2
2536,1,E. TUKARAM,I,729581,1264,730845,52.58,Karnataka,Bellary,9
2537,2,B. SREERAMULU,B,629813,2040,631853,45.46,Karnataka,Bellary,9
2538,3,VALMIKI KRISHNAPPA,B,5901,10,5911,0.43,Karnataka,Bellary,9
2539,4,C. CHANNAVEERA,K,3794,3,3797,0.27,Karnataka,Bellary,9
2540,5,CONDUCTOR PAMPAPATHI,I,2458,2,2460,0.18,Karnataka,Bellary,9
2541,6,VEERESH,I,1862,8,1870,0.13,Karnataka,Bellary,9
2542,7,A. DEVADAS,S,1739,2,1741,0.13,Karnataka,Bellary,9
2543,8,MANJUNATHA GOSAL,P,1319,3,1322,0.1,Karnataka,Bellary,9
2544,9,ARUN.S.HIREHAL,I,1281,1,1282,0.09,Karnataka,Bellary,9
2545,10,G. SWAMY,N,940,4,944,0.07,Karnataka,Bellary,9
2546,11,NOTA,N,7871,18,7889,0.57,Karnataka,Bellary,9
2547,1,SAGAR ESHWAR KHANDRE,I,665162,1155,666317,53.63,Karnataka,Bidar,7
2548,2,BHAGWANTH KHUBA,B,535766,1676,537442,43.26,Karnataka,Bidar,7
2549,3,AMBADAS SOPANRAO HULSURE,B,5300,2,5302,0.43,Karnataka,Bidar,7
2550,4,PUTARAJ,B,4541,13,4554,0.37,Karnataka,Bidar,7
2551,5,DR. DINKAR MORE,I,4105,11,4116,0.33,Karnataka,Bidar,7
2552,6,SRI ROPH ABDUL GANI,I,3101,3,3104,0.25,Karnataka,Bidar,7
2553,7,SHIVRAJ ADIVEPPA SATWAR,I,3076,3,3079,0.25,Karnataka,Bidar,7
2554,8,RAMVILAS RAMULALJI NAVANDAR,I,2694,-,2694,0.22,Karnataka,Bidar,7
2555,9,RIYAZ AHMED,I,1710,1,1711,0.14,Karnataka,Bidar,7
2556,10,MOHD. SHAFEEQ UR RAHAMAN,A,1684,10,1694,0.14,Karnataka,Bidar,7
2557,11,JAIRAJ KASHAPPA BUKKA ADVOCATE,I,1493,-,1493,0.12,Karnataka,Bidar,7
2558,12,BALBHEEM UNNE,I,1462,8,1470,0.12,Karnataka,Bidar,7
2559,13,WASEEMUDDIN,I,1169,1,1170,0.09,Karnataka,Bidar,7
2560,14,MAHESH GORNALKAR,R,974,7,981,0.08,Karnataka,Bidar,7
2561,15,DILIP KADWAD,I,791,7,798,0.06,Karnataka,Bidar,7
2562,16,GOPAL M.P. GARAMPALLI,I,765,2,767,0.06,Karnataka,Bidar,7
2563,17,RAMESH J CHAVAN,K,471,1,472,0.04,Karnataka,Bidar,7
2564,18,RAMCHANDRA NARAYAN KACHAVE,K,468,4,472,0.04,Karnataka,Bidar,7
2565,19,NOTA,N,4674,12,4686,0.38,Karnataka,Bidar,7
2566,1,RAMESH JIGAJINAGI,B,669055,3726,672781,51.91,Karnataka,Bijapur,4
2567,2,RAJU ALAGUR.,I,593277,2275,595552,45.95,Karnataka,Bijapur,4
2568,3,GANAPATI RATHOD (HANJAGI),K,7652,39,7691,0.59,Karnataka,Bijapur,4
2569,4,BHOVI TARABAI,I,4342,11,4353,0.34,Karnataka,Bijapur,4
2570,5,RAMJI YAMANAPPA BUDDHAPRIYA,N,2414,12,2426,0.19,Karnataka,Bijapur,4
2571,6,NAGAJYOTI.B.N.,S,2375,17,2392,0.18,Karnataka,Bijapur,4
2572,7,RAJAKUMAR APPANNA HONNAKATTI,R,1784,10,1794,0.14,Karnataka,Bijapur,4
2573,8,JITENDRA.ASHOK. KAMBLE,R,1605,18,1623,0.13,Karnataka,Bijapur,4
2574,9,NOTA,N,7482,20,7502,0.58,Karnataka,Bijapur,4
2575,1,SUNIL BOSE,I,749926,1745,751671,54.87,Karnataka,Chamarajanagar,22
2576,2,BALARAJ.S,B,561056,1909,562965,41.1,Karnataka,Chamarajanagar,22
2577,3,M.KRISHNA MURTHY,B,15819,84,15903,1.16,Karnataka,Chamarajanagar,22
2578,4,C.M.KRISHNA,D,8074,15,8089,0.59,Karnataka,Chamarajanagar,22
2579,5,G.D.RAJAGOPAL (H.D.KOTE),I,3949,5,3954,0.29,Karnataka,Chamarajanagar,22
2580,6,SUMA.S,S,3821,5,3826,0.28,Karnataka,Chamarajanagar,22
2581,7,MAHADEVASWAMY B M (PAMPI),I,3414,7,3421,0.25,Karnataka,Chamarajanagar,22
2582,8,H.K.SWAMY HARADANAHALLI,I,3206,2,3208,0.23,Karnataka,Chamarajanagar,22
2583,9,PATAS PRADEEP KUMAR.M,I,1969,17,1986,0.14,Karnataka,Chamarajanagar,22
2584,10,KADAMBA. NAA. AMBARISH,I,1738,5,1743,0.13,Karnataka,Chamarajanagar,22
2585,11,NINGARAJU.S,K,1406,5,1411,0.1,Karnataka,Chamarajanagar,22
2586,12,KANDALLI MAHESH,K,1249,3,1252,0.09,Karnataka,Chamarajanagar,22
2587,13,NINGARAJ.G,I,1236,11,1247,0.09,Karnataka,Chamarajanagar,22
2588,14,PRASANNA KUMAR.B,K,972,6,978,0.07,Karnataka,Chamarajanagar,22
2589,15,NOTA,N,8094,49,8143,0.59,Karnataka,Chamarajanagar,22
2590,1,DR.K.SUDHAKAR,B,819588,3031,822619,53.74,Karnataka,Chikkballapur,27
2591,2,M.S. RAKSHA RAMAIAH,I,657489,1670,659159,43.06,Karnataka,Chikkballapur,27
2592,3,MUNIVENKATAPPA M.P,C,4546,11,4557,0.3,Karnataka,Chikkballapur,27
2593,4,MAHADEV. P,B,4428,12,4440,0.29,Karnataka,Chikkballapur,27
2594,5,RAJANNA,I,3759,5,3764,0.25,Karnataka,Chikkballapur,27
2595,6,RAJA REDDY,I,3377,4,3381,0.22,Karnataka,Chikkballapur,27
2596,7,KALAVATHI. N,S,2736,8,2744,0.18,Karnataka,Chikkballapur,27
2597,8,VALASAPALLI UTAPPA,I,2152,10,2162,0.14,Karnataka,Chikkballapur,27
2598,9,VENKATESHMURTHY.V,U,2015,5,2020,0.13,Karnataka,Chikkballapur,27
2599,10,D. SUDHAKARA,I,1678,11,1689,0.11,Karnataka,Chikkballapur,27
2600,11,SUDHAKAR. N,I,1581,10,1591,0.1,Karnataka,Chikkballapur,27
2601,12,G N RAVI,I,1462,3,1465,0.1,Karnataka,Chikkballapur,27
2602,13,BHASKAR ANKALAMADUGU SHIVAREDDY,I,1363,4,1367,0.09,Karnataka,Chikkballapur,27
2603,14,CHANDRASHEKAR. H.C,I,1270,12,1282,0.08,Karnataka,Chikkballapur,27
2604,15,MOHITH NARASIMHAMURTHY,I,1222,7,1229,0.08,Karnataka,Chikkballapur,27
2605,16,V.N. NARASIMHAMURTHY VADIGERE,I,1212,6,1218,0.08,Karnataka,Chikkballapur,27
2606,17,G.N. VENKATESH B.A.L.L.B,I,1199,8,1207,0.08,Karnataka,Chikkballapur,27
2607,18,DEVARAJ CORONA WARRIOR,I,1168,9,1177,0.08,Karnataka,Chikkballapur,27
2608,19,G SUBRAMANI SHETTY,K,869,3,872,0.06,Karnataka,Chikkballapur,27
2609,20,DR. M.R. RANGANATHA,I,850,7,857,0.06,Karnataka,Chikkballapur,27
2610,21,NAGESH. S,D,843,7,850,0.06,Karnataka,Chikkballapur,27
2611,22,T.R. NARAYANA RAO,I,757,5,762,0.05,Karnataka,Chikkballapur,27
2612,23,"C.V. LOKESH GOWDA, B.E",I,691,10,701,0.05,Karnataka,Chikkballapur,27
2613,24,D. CHINNAPPA,I,616,3,619,0.04,Karnataka,Chikkballapur,27
2614,25,SANDESH.G,I,588,6,594,0.04,Karnataka,Chikkballapur,27
2615,26,NASURULLA,I,579,4,583,0.04,Karnataka,Chikkballapur,27
2616,27,K. VENKATESH,I,469,5,474,0.03,Karnataka,Chikkballapur,27
2617,28,T VENKATA SIVUDU,I,434,6,440,0.03,Karnataka,Chikkballapur,27
2618,29,G N. KODANDAREDDY,I,399,2,401,0.03,Karnataka,Chikkballapur,27
2619,30,NOTA,N,6545,51,6596,0.43,Karnataka,Chikkballapur,27
2620,1,PRIYANKA SATISH JARKIHOLI,I,710823,2638,713461,51.21,Karnataka,Chikkodi,1
2621,2,ANNASAHEB SHANKAR JOLLE,B,618168,4459,622627,44.69,Karnataka,Chikkodi,1
2622,3,KALLOLIKAR SHAMBHU KRISHNA,I,25351,115,25466,1.83,Karnataka,Chikkodi,1
2623,4,SAMMED SARADAR VARDHAMANE,I,5351,2,5353,0.38,Karnataka,Chikkodi,1
2624,5,SHRENIK ANNASAHEB JANGATE,I,5179,2,5181,0.37,Karnataka,Chikkodi,1
2625,6,APPASAHEB SHRIPATI KURANE,S,4635,19,4654,0.33,Karnataka,Chikkodi,1
2626,7,VILAS MANNUR,I,4143,7,4150,0.3,Karnataka,Chikkodi,1
2627,8,SATTEPPA DASHARATH KALELI,B,1304,15,1319,0.09,Karnataka,Chikkodi,1
2628,9,YASIN SHIRAJUDDIN PATAKI,I,1279,2,1281,0.09,Karnataka,Chikkodi,1
2629,10,KASHINATH KALLAPPA KURANI,I,1097,11,1108,0.08,Karnataka,Chikkodi,1
2630,11,MAHESH ASHOK KASAR,I,1002,7,1009,0.07,Karnataka,Chikkodi,1
2631,12,MOHAN GURAPPA MOTANNAVAR,I,938,8,946,0.07,Karnataka,Chikkodi,1
2632,13,KUMAR SAMBHAJI DONGARE,K,930,11,941,0.07,Karnataka,Chikkodi,1
2633,14,PAVANKUMAR BABURAV MALAGE,B,655,11,666,0.05,Karnataka,Chikkodi,1
2634,15,DR|| KADAYYA HIREMATH (SWAMIJI),I,642,5,647,0.05,Karnataka,Chikkodi,1
2635,16,BHIMASEN DATTU SANADI,I,614,5,619,0.04,Karnataka,Chikkodi,1
2636,17,GAJANAN L. PUJARI,I,591,9,600,0.04,Karnataka,Chikkodi,1
2637,18,JITENDRA SUBHASH NERLE,I,452,5,457,0.03,Karnataka,Chikkodi,1
2638,19,NOTA,N,2571,37,2608,0.19,Karnataka,Chikkodi,1
2639,1,GOVIND MAKTHAPPA KARJOL,B,681217,3673,684890,50.11,Karnataka,Chitradurga,18
2640,2,B.N.CHANDRAPPA,I,634152,2617,636769,46.58,Karnataka,Chitradurga,18
2641,3,ASHOKA CHAKRAVARTHI,B,7679,26,7705,0.56,Karnataka,Chitradurga,18
2642,4,NARASIMHARAJU. C.N.,K,4932,18,4950,0.36,Karnataka,Chitradurga,18
2643,5,SRINIVASAPURADA SRINIVASABABU PAVAGADA,I,4539,9,4548,0.33,Karnataka,Chitradurga,18
2644,6,"B. VENKATESHA, SHILPI",I,4196,5,4201,0.31,Karnataka,Chitradurga,18
2645,7,MANJUNATHA SWAMY T,I,2652,24,2676,0.2,Karnataka,Chitradurga,18
2646,8,BHUTHARAJA. V.S.,I,2386,11,2397,0.18,Karnataka,Chitradurga,18
2647,9,RAGHU KUMAR .S,I,2318,19,2337,0.17,Karnataka,Chitradurga,18
2648,10,RAMESH NAIK .T.,U,2187,19,2206,0.16,Karnataka,Chitradurga,18
2649,11,NAGARAJAPPA,I,1674,5,1679,0.12,Karnataka,Chitradurga,18
2650,12,K NARASHIMAMURTHY,I,1385,12,1397,0.1,Karnataka,Chitradurga,18
2651,13,SUDHAKARA .R,I,1201,10,1211,0.09,Karnataka,Chitradurga,18
2652,14,TULASI.H,I,1065,17,1082,0.08,Karnataka,Chitradurga,18
2653,15,GANESH.,I,1048,45,1093,0.08,Karnataka,Chitradurga,18
2654,16,SHABAREESH.,K,1014,4,1018,0.07,Karnataka,Chitradurga,18
2655,17,SUJATHA .D.,S,996,18,1014,0.07,Karnataka,Chitradurga,18
2656,18,DR M.P. DARAKESWARAIAH,I,982,10,992,0.07,Karnataka,Chitradurga,18
2657,19,AMRUTH RAJA.,I,804,30,834,0.06,Karnataka,Chitradurga,18
2658,20,B.T. RAMASUBBAIAH,I,718,2,720,0.05,Karnataka,Chitradurga,18
2659,21,NOTA,N,3156,34,3190,0.23,Karnataka,Chitradurga,18
2660,1,CAPTAIN BRIJESH CHOWTA,B,760130,4002,764132,53.97,Karnataka,Dakshina Kannada,17
2661,2,PADMARAJ.R.POOJARY,I,612103,2821,614924,43.43,Karnataka,Dakshina Kannada,17
2662,3,KANTHAPPA ALANGAR,B,4202,30,4232,0.3,Karnataka,Dakshina Kannada,17
2663,4,DURGA PRASAD,K,2578,14,2592,0.18,Karnataka,Dakshina Kannada,17
2664,5,SUPREETH KUMAR POOJARY KATEEL,I,1884,17,1901,0.13,Karnataka,Dakshina Kannada,17
2665,6,MAXIM PINTO,I,1654,36,1690,0.12,Karnataka,Dakshina Kannada,17
2666,7,PRAJAAKEEYA MANOHARA,U,964,7,971,0.07,Karnataka,Dakshina Kannada,17
2667,8,DEEPAK RAJESH COELHO,I,950,26,976,0.07,Karnataka,Dakshina Kannada,17
2668,9,RANJINI. M,K,758,18,776,0.05,Karnataka,Dakshina Kannada,17
2669,10,NOTA,N,23515,61,23576,1.67,Karnataka,Dakshina Kannada,17
2670,1,DR. PRABHA MALLIKARJUN,I,631453,1606,633059,47.95,Karnataka,Davanagere,13
2671,2,GAYITHRI SIDDESHWARA,B,604531,2434,606965,45.97,Karnataka,Davanagere,13
2672,3,G.B.VINAY KUMAR,I,42624,283,42907,3.25,Karnataka,Davanagere,13
2673,4,T.JABEENA AAPA,I,5127,1,5128,0.39,Karnataka,Davanagere,13
2674,5,D. HANUMANTHAPPA,B,4462,13,4475,0.34,Karnataka,Davanagere,13
2675,6,TASLIM BANU,I,4140,1,4141,0.31,Karnataka,Davanagere,13
2676,7,T.CHANDRU,I,3043,-,3043,0.23,Karnataka,Davanagere,13
2677,8,G.M.GAYITRI SIDDESHI,I,2453,11,2464,0.19,Karnataka,Davanagere,13
2678,9,PARAVEEJ.H,I,1867,2,1869,0.14,Karnataka,Davanagere,13
2679,10,ESHWARA SHENGA,U,1424,6,1430,0.11,Karnataka,Davanagere,13
2680,11,A.K.GANESH,I,1054,1,1055,0.08,Karnataka,Davanagere,13
2681,12,M.C.SREENIVAS,B,968,5,973,0.07,Karnataka,Davanagere,13
2682,13,SYED ZABIULLA.K,I,843,1,844,0.06,Karnataka,Davanagere,13
2683,14,ANABERU THIPPESWAMY,S,842,7,849,0.06,Karnataka,Davanagere,13
2684,15,SALEEM S,I,799,-,799,0.06,Karnataka,Davanagere,13
2685,16,MOHAMED HAYATH.M,I,721,1,722,0.05,Karnataka,Davanagere,13
2686,17,ABDUL NAZEER AHAMMED,I,651,1,652,0.05,Karnataka,Davanagere,13
2687,18,RASHEED KHAN,I,599,1,600,0.05,Karnataka,Davanagere,13
2688,19,M.G.SRIKANTH,N,555,6,561,0.04,Karnataka,Davanagere,13
2689,20,M.P. KHALANDAR,C,536,3,539,0.04,Karnataka,Davanagere,13
2690,21,PEDDAPPA S,I,506,2,508,0.04,Karnataka,Davanagere,13
2691,22,G.M.BARKATH ALI BASHA,I,470,1,471,0.04,Karnataka,Davanagere,13
2692,23,K.S. VEERBHADRAPPA,K,466,9,475,0.04,Karnataka,Davanagere,13
2693,24,VEERESH.S (LION VEERESH),R,457,1,458,0.03,Karnataka,Davanagere,13
2694,25,DODDESH.H.S,J,439,1,440,0.03,Karnataka,Davanagere,13
2695,26,BARKATH ALI,I,409,2,411,0.03,Karnataka,Davanagere,13
2696,27,MANJU. MARIKOPPA,I,376,2,378,0.03,Karnataka,Davanagere,13
2697,28,RUDRESHA.K.H,S,346,2,348,0.03,Karnataka,Davanagere,13
2698,29,RAVINAIK. B,I,317,3,320,0.02,Karnataka,Davanagere,13
2699,30,MAHABUB BASHA,I,308,-,308,0.02,Karnataka,Davanagere,13
2700,31,NOTA,N,3165,11,3176,0.24,Karnataka,Davanagere,13
2701,1,PRALHAD JOSHI,B,713649,2582,716231,52.41,Karnataka,Dharwad,11
2702,2,VINOD ASOOTI,I,617616,1291,618907,45.29,Karnataka,Dharwad,11
2703,3,SHAKEELAHMAD.D.MULLA,I,5866,6,5872,0.43,Karnataka,Dharwad,11
2704,4,S. S. PATIL,I,5153,8,5161,0.38,Karnataka,Dharwad,11
2705,5,RAJU ANANTSA NAIKWADI,I,3601,-,3601,0.26,Karnataka,Dharwad,11
2706,6,JAVEED AHAMED BELGAUMKAR.,N,3551,7,3558,0.26,Karnataka,Dharwad,11
2707,7,SHARANABASAV GONAVAR,S,1148,19,1167,0.09,Karnataka,Dharwad,11
